ensembl_gene_id	hgnc_symbol	chromosome_name	start_position	end_position	band	gene_biotype
ENSG00000234886		X	102057969	102061066	q22.1	pseudogene
ENSG00000048392	RRM2B	8	103216730	103251346	q22.3	protein_coding
ENSG00000250665		4	137047064	137060029	q28.3	processed_transcript
ENSG00000227649		X	102061092	102061574	q22.1	pseudogene
ENSG00000249311	TERF1P3	4	137276268	137277491	q28.3	pseudogene
ENSG00000249051		4	74643376	74643753	q13.3	pseudogene
ENSG00000229794		X	102061669	102062755	q22.1	pseudogene
ENSG00000248869		4	137717877	138133953	q28.3	processed_transcript
ENSG00000239407		X	102139342	102161086	q22.1	processed_transcript
ENSG00000250550		4	74713583	74714555	q13.3	pseudogene
ENSG00000250341		4	138114910	138119521	q28.3	processed_transcript
ENSG00000250813		4	138222155	138222341	q28.3	pseudogene
ENSG00000234050		X	102192698	102195489	q22.1	processed_transcript
ENSG00000237661		X	40691097	40691815	p11.4	pseudogene
ENSG00000249920		4	74804321	74805278	q13.3	pseudogene
ENSG00000238222		X	40693738	40695258	p11.4	pseudogene
ENSG00000251440		4	138346195	138347021	q28.3	pseudogene
ENSG00000224632		X	102262389	102263000	q22.1	pseudogene
ENSG00000213448		4	138369241	138369655	q28.3	pseudogene
ENSG00000232801		X	40749900	40750790	p11.4	pseudogene
ENSG00000226241		X	102342124	102344204	q22.1	pseudogene
ENSG00000189145		X	40767240	40767641	p11.4	pseudogene
ENSG00000251632		4	138466885	138524584	q28.3	processed_transcript
ENSG00000233071		X	102460940	102461827	q22.1	pseudogene
ENSG00000164403	SHROOM1	5	132157833	132166590	q31.1	protein_coding
ENSG00000216866		X	40794238	40794969	p11.4	pseudogene
ENSG00000250126		4	138566419	138576328	q28.3	processed_transcript
ENSG00000224692		X	102513500	102514509	q22.1	pseudogene
ENSG00000250777		4	138611631	138656131	q28.3	processed_transcript
ENSG00000238049		X	102602390	102602657	q22.2	pseudogene
ENSG00000133149	TEX13A	X	104463611	104465358	q22.3	protein_coding
ENSG00000196204	RNF216L	7	5013616	5080306	p22.1	protein_coding
ENSG00000196859	KRT39	17	39114669	39123144	q21.2	protein_coding
ENSG00000204889	KRT40	17	39133968	39143253	q21.2	protein_coding
ENSG00000003147	ICA1	7	8152814	8302317	p21.3	protein_coding
ENSG00000250034		4	138728860	138737556	q28.3	processed_transcript
ENSG00000248307		4	138948576	139051863	q28.3	processed_transcript
ENSG00000236217	C1DP2	10	81791730	81792149	q22.3	pseudogene
ENSG00000227515	C1DP4	10	81800383	81800799	q22.3	pseudogene
ENSG00000250339		4	74809728	74810016	q13.3	pseudogene
ENSG00000230091		10	81806616	81838668	q22.3	processed_transcript
ENSG00000248848	PPBPL2	4	74919755	74921116	q13.3	processed_transcript
ENSG00000251017		4	74951712	74952389	q13.3	pseudogene
ENSG00000133321	RARRES3	11	63304273	63313929	q12.3	protein_coding
ENSG00000250532		4	75284634	75306174	q13.3	processed_transcript
ENSG00000250505		4	10286585	10287332	p16.1	pseudogene
ENSG00000225603		1	146522379	146524043	q21.1	pseudogene
ENSG00000155282		9	67968793	67987998	q13	protein_coding
ENSG00000251278		4	10293819	10294332	p16.1	pseudogene
ENSG00000108294	PSMB3	17	36909003	36920483	q12	protein_coding
ENSG00000156787	WDR67	8	124054208	124164393	q24.13	protein_coding
ENSG00000184867	ARMCX2	X	100910267	100914876	q22.1	protein_coding
ENSG00000205279	CTXN3	5	126984736	126994322	q23.2	protein_coding
ENSG00000230171		10	81885697	81886073	q22.3	pseudogene
ENSG00000141720	PIP4K2B	17	36921942	36956158	q12	protein_coding
ENSG00000204793	FOXD4L6	9	69199480	69202204	q21.11	protein_coding
ENSG00000237931		X	40936252	40937003	p11.4	pseudogene
ENSG00000102096	PIM2	X	48770459	48776301	p11.23	protein_coding
ENSG00000251338		4	10296087	10297203	p16.1	pseudogene
ENSG00000223714		X	41134992	41136031	p11.4	processed_transcript
ENSG00000148362	C9orf142	9	139886870	139888436	q34.3	protein_coding
ENSG00000136872	ALDOB	9	104182842	104198105	q31.1	protein_coding
ENSG00000237523		10	81967466	81979413	q22.3	processed_transcript
ENSG00000230832		1	146553887	146555127	q21.1	pseudogene
ENSG00000237188		1	146644806	146646726	q21.1	processed_transcript
ENSG00000204790	CBWD6	9	69204535	69272478	q21.11	protein_coding
ENSG00000111696	NT5DC3	12	104164231	104234975	q23.3	protein_coding
ENSG00000249942		4	75418301	75514664	q13.3	processed_transcript
ENSG00000226641		X	41181854	41182364	p11.4	pseudogene
ENSG00000250613		4	10412620	10413268	p16.1	pseudogene
ENSG00000225238		X	41331517	41331906	p11.4	pseudogene
ENSG00000248419		4	10480163	10480547	p16.1	pseudogene
ENSG00000233033		X	41379289	41381589	p11.4	processed_transcript
ENSG00000100565	C14orf166B	14	77292715	77336645	q24.3	protein_coding
ENSG00000217624		X	41535013	41535747	p11.4	pseudogene
ENSG00000184788	SATL1	X	84347293	84364054	q21.1	protein_coding
ENSG00000229822		X	41607475	41607858	p11.4	pseudogene
ENSG00000237875		X	41649445	41649503	p11.4	pseudogene
ENSG00000233103		X	41907136	41914089	p11.4	processed_transcript
ENSG00000228847		X	41958007	41958426	p11.4	pseudogene
ENSG00000180867		1	146649692	146651201	q21.1	pseudogene
ENSG00000228780		X	42009767	42009997	p11.4	pseudogene
ENSG00000226015	CCT8P1	1	146674871	146676513	q21.1	pseudogene
ENSG00000234405		X	102752451	102755245	q22.2	processed_transcript
ENSG00000231772		X	42111712	42558636	p11.4	processed_transcript
ENSG00000249334		4	10686627	10699285	p16.1	processed_transcript
ENSG00000236806		1	146695146	146695940	q21.1	pseudogene
ENSG00000228885		X	102753723	102754210	q22.2	processed_transcript
ENSG00000213226		1	146790828	146791946	q21.1	pseudogene
ENSG00000224031		X	102881004	102881420	q22.2	processed_transcript
ENSG00000064651	SLC12A2	5	127419458	127525380	q23.3	protein_coding
ENSG00000180284		X	102906661	102907034	q22.2	pseudogene
ENSG00000108296	CWC25	17	36957447	36981589	q12	protein_coding
ENSG00000231154		X	102942212	102946700	q22.2	processed_transcript
ENSG00000231787		X	103159260	103159697	q22.2	pseudogene
ENSG00000204469	BAT2	6	31588450	31605548	p21.33	protein_coding
ENSG00000234345		X	103165364	103166277	q22.2	pseudogene
ENSG00000164051	CCDC51	3	48473574	48481866	p21.31	protein_coding
ENSG00000248760		4	75454449	75475972	q13.3	processed_transcript
ENSG00000250356		4	75843032	75843348	q13.3	pseudogene
ENSG00000249717		4	75881184	75895572	q13.3	processed_transcript
ENSG00000179272		4	75892496	75892857	q13.3	pseudogene
ENSG00000248165		4	75919087	75960034	q13.3	processed_transcript
ENSG00000226653	OR13Z1P	1	146890786	146891588	q21.1	pseudogene
ENSG00000250315		4	76026638	76027060	q13.3	pseudogene
ENSG00000113658	SMAD5	5	135468534	135524435	q31.1	polymorphic_pseudogene
ENSG00000234610		1	146986158	146989699	q21.1	processed_transcript
ENSG00000250560		4	76120038	76120295	q13.3	pseudogene
ENSG00000227139		1	147169914	147171461	q21.2	processed_transcript
ENSG00000251185		4	76194278	76286392	q13.3	processed_transcript
ENSG00000234482		1	147229426	147230517	q21.2	processed_transcript
ENSG00000251454		4	76266489	76284234	q13.3	processed_transcript
ENSG00000234190		1	147249700	147261065	q21.2	processed_transcript
ENSG00000251383		4	76279286	76287776	q13.3	processed_transcript
ENSG00000223728		1	147313096	147314537	q21.2	pseudogene
ENSG00000248646		4	76286417	76359659	q21.1	processed_transcript
ENSG00000187809		12	104237534	104277572	q23.3	protein_coding
ENSG00000250735		4	76326405	76348233	q21.1	processed_transcript
ENSG00000164404	GDF9	5	132196873	132202576	q31.1	protein_coding
ENSG00000250896		4	11373599	11374516	p15.33	pseudogene
ENSG00000248110		4	11374210	11374745	p15.33	pseudogene
ENSG00000215859		1	147466094	147484331	q21.2	processed_transcript
ENSG00000251152		4	11470874	11479820	p15.33	processed_transcript
ENSG00000244211	PDZK1P2	1	147466533	147481824	q21.2	pseudogene
ENSG00000249631		4	11627338	11815582	p15.33	processed_transcript
ENSG00000250033		4	138978618	139099331	q28.3	processed_transcript
ENSG00000214556	C17orf98	17	36991339	36997664	q12	protein_coding
ENSG00000234319		10	81975607	81975875	q22.3	pseudogene
ENSG00000231728		X	103172005	103174131	q22.2	processed_transcript
ENSG00000234382		10	81993420	82005123	q22.3	pseudogene
ENSG00000158427	TMSB15B	X	103173479	103220554	q22.2	processed_transcript
ENSG00000229717		4	76751904	76753858	q21.1	processed_transcript
ENSG00000125691	RPL23	17	37004118	37010064	q12	protein_coding
ENSG00000245928		4	76901943	76927095	q21.1	processed_transcript
ENSG00000234743		10	82006975	82007439	q23.1	pseudogene
ENSG00000225846		4	76957902	76958217	q21.1	pseudogene
ENSG00000147180	ZNF711	X	84498997	84528368	q21.1	protein_coding
ENSG00000123572	NRK	X	105066536	105202602	q22.3	protein_coding
ENSG00000248325		4	77157422	77177613	q21.1	processed_transcript
ENSG00000204392	LSM2	6	31765173	31774761	p21.33	protein_coding
ENSG00000068308	OTUD5	X	48779305	48815648	p11.23	protein_coding
ENSG00000249858		4	77266240	77266739	q21.1	pseudogene
ENSG00000240426		4	77322404	77322722	q21.1	pseudogene
ENSG00000119669	C14orf4	14	77490888	77495034	q24.3	protein_coding
ENSG00000229952		1	147494090	147498172	q21.2	processed_transcript
ENSG00000249278		4	77430437	77430872	q21.1	pseudogene
ENSG00000165533	TTC8	14	89290978	89344334	q31.3	protein_coding
ENSG00000214198		12	104309063	104323909	q23.3	protein_coding
ENSG00000231335		4	77558776	77565521	q21.1	processed_transcript
ENSG00000230312		X	103182740	103183561	q22.2	pseudogene
ENSG00000227778		1	147552868	147566056	q21.2	pseudogene
ENSG00000227067		X	103216382	103216864	q22.2	pseudogene
ENSG00000233320		X	103230404	103230880	q22.2	pseudogene
ENSG00000165152	C9orf125	9	104235453	104295819	q31.1	protein_coding
ENSG00000235946		X	103317106	103317601	q22.2	pseudogene
ENSG00000166598	HSP90B1	12	104324160	104341679	q23.3	protein_coding
ENSG00000126952	NXF5	X	101087085	101112549	q22.1	protein_coding
ENSG00000166707		X	103356822	103360533	q22.2	processed_transcript
ENSG00000232665		X	103891891	103892681	q22.3	pseudogene
ENSG00000223733		X	104048595	104049120	q22.3	pseudogene
ENSG00000181819	KCTD9P2	X	104650318	104651710	q22.3	pseudogene
ENSG00000169583	CLIC3	9	139889087	139891255	q34.3	protein_coding
ENSG00000248300		4	11742572	11771092	p15.33	processed_transcript
ENSG00000248262		4	11916291	11921312	p15.33	processed_transcript
ENSG00000204390	HSPA1L	6	31777396	31782842	p21.33	protein_coding
ENSG00000251210		4	12225075	12252910	p15.33	processed_transcript
ENSG00000249995		4	12640710	12642633	p15.33	pseudogene
ENSG00000155827	RNF20	9	104296133	104325622	q31.1	protein_coding
ENSG00000232950		10	82057476	82059411	q23.1	pseudogene
ENSG00000235858		10	82093527	82094182	q23.1	processed_transcript
ENSG00000226659		10	82289353	82295698	q23.1	processed_transcript
ENSG00000231082		10	82409553	82413488	q23.1	processed_transcript
ENSG00000230788		X	105314472	105317190	q22.3	pseudogene
ENSG00000233860		4	77678113	77679627	q21.1	processed_transcript
ENSG00000224218		4	77679707	77723117	q21.1	processed_transcript
ENSG00000224816		X	105709772	105710670	q22.3	pseudogene
ENSG00000129493	HEATR5A	14	31760994	31889739	q12	protein_coding
ENSG00000225080		1	147601780	147602181	q21.2	pseudogene
ENSG00000164405	UQCRQ	5	132202252	132203723	q31.1	protein_coding
ENSG00000232112	CCDC72	3	48481667	48485616	p21.31	protein_coding
ENSG00000203835	FAM108A2	1	147618411	147622067	q21.2	pseudogene
ENSG00000232265		1	147634989	147635692	q21.2	processed_transcript
ENSG00000227657		X	105806004	105806634	q22.3	pseudogene
ENSG00000226335		1	147668281	147672361	q21.2	processed_transcript
ENSG00000231144	EEF1A1P40	X	106275478	106276050	q22.3	pseudogene
ENSG00000229438		1	147689214	147700938	q21.2	processed_transcript
ENSG00000002834	LASP1	17	37026256	37078023	q12	protein_coding
ENSG00000249780		4	12641922	12642261	p15.33	pseudogene
ENSG00000198894	KIAA1737	14	77564578	77583629	q24.3	protein_coding
ENSG00000164053	ATRIP	3	48488114	48512576	p21.31	protein_coding
ENSG00000102055	PPP1R2P9	X	42636722	42637330	p11.3	pseudogene
ENSG00000250371		4	12860725	12866585	p15.33	processed_transcript
ENSG00000250098		4	12949198	12950294	p15.33	processed_transcript
ENSG00000224294		X	43036243	43085847	p11.3	processed_transcript
ENSG00000205940	HSP90AB2P	4	13338103	13339926	p15.33	pseudogene
ENSG00000237206		X	43137374	43138907	p11.3	pseudogene
ENSG00000242727		4	77812187	77812598	q21.1	pseudogene
ENSG00000234036		4	77880013	77880322	q21.1	pseudogene
ENSG00000231750		X	43266928	43267809	p11.3	pseudogene
ENSG00000214062		4	78003552	78004279	q21.1	pseudogene
ENSG00000236276		X	43808978	43828866	p11.3	processed_transcript
ENSG00000249682		4	78137566	78138028	q21.1	pseudogene
ENSG00000214019		X	43888578	43890167	p11.3	pseudogene
ENSG00000198414		X	44143162	44145492	p11.3	pseudogene
ENSG00000124429	POF1B	X	84532402	84634748	q21.2	protein_coding
ENSG00000177108	ZDHHC22	14	77597613	77608134	q24.3	protein_coding
ENSG00000163825	RTP3	3	46538981	46542439	p21.31	protein_coding
ENSG00000233353		10	82476239	82476824	q23.1	pseudogene
ENSG00000250006		4	78232522	78233363	q21.1	pseudogene
ENSG00000214018	RRM2P3	X	44168560	44169722	p11.3	pseudogene
ENSG00000248831		4	78271526	78272360	q21.1	pseudogene
ENSG00000172007	RAB33B	4	140374386	140397763	q31.1	protein_coding
ENSG00000249036		4	78315645	78415440	q21.1	processed_transcript
ENSG00000249091		4	139198269	139202938	q28.3	processed_transcript
ENSG00000248397		4	139220010	139233812	q28.3	processed_transcript
ENSG00000250214		4	78785662	78785958	q21.1	pseudogene
ENSG00000050767	COL23A1	5	177664619	178017556	q35.3	protein_coding
ENSG00000251372		4	139230865	139345498	q28.3	processed_transcript
ENSG00000248926		4	78879154	78879934	q21.1	pseudogene
ENSG00000165548	TMEM63C	14	77648102	77725838	q24.3	protein_coding
ENSG00000233703		10	82509388	82510987	q23.1	pseudogene
ENSG00000231060		10	82535921	82537844	q23.1	pseudogene
ENSG00000123561	SERPINA7	X	105277197	105282729	q22.3	protein_coding
ENSG00000167994	RAB3IL1	11	61664773	61687741	q12.2	protein_coding
ENSG00000227209		10	82700421	82700957	q23.1	pseudogene
ENSG00000226466		10	82896296	82897091	q23.1	pseudogene
ENSG00000249381		4	139346677	139358023	q28.3	processed_transcript
ENSG00000145391	SETD7	4	140417243	140477928	q31.1	protein_coding
ENSG00000248305		4	139402409	139403250	q28.3	pseudogene
ENSG00000138829	FBN2	5	127593601	127994878	q23.3	protein_coding
ENSG00000146587	RBAK	7	5023349	5112854	p22.1	protein_coding
ENSG00000213569		X	106374887	106375486	q22.3	pseudogene
ENSG00000069018		5	135549008	135701225	q31.1	protein_coding
ENSG00000248956		4	78885094	78885665	q21.1	pseudogene
ENSG00000164406	LEAP2	5	132208014	132210738	q31.1	protein_coding
ENSG00000196670	ZFP62	5	180274611	180288285	q35.3	protein_coding
ENSG00000224335		1	147706573	147706607	q21.2	pseudogene
ENSG00000227700		1	147718440	147718956	q21.2	pseudogene
ENSG00000234283		1	147744014	147752855	q21.2	processed_transcript
ENSG00000229458		10	83983969	83988935	q23.1	processed_transcript
ENSG00000228626		1	147760107	147761057	q21.2	pseudogene
ENSG00000225738	C10orf100	10	83988741	83992676	q23.1	processed_transcript
ENSG00000231196		1	147762995	147767966	q21.2	processed_transcript
ENSG00000238107		1	147767287	147769663	q21.2	processed_transcript
ENSG00000163827	LRRC2	3	46556913	46621589	p21.31	protein_coding
ENSG00000244252		1	147767899	147769378	q21.2	processed_transcript
ENSG00000248640		4	78909014	78909967	q21.21	pseudogene
ENSG00000234931		10	85071384	85074231	q23.1	pseudogene
ENSG00000235988		1	147789799	147790129	q21.2	pseudogene
ENSG00000248128		4	78924297	78924593	q21.21	pseudogene
ENSG00000224481		1	147801124	147816764	q21.2	processed_transcript
ENSG00000233945		10	85432162	85435195	q23.1	processed_transcript
ENSG00000249072		4	78929666	78929842	q21.21	pseudogene
ENSG00000215863		1	147835127	147931933	q21.2	processed_transcript
ENSG00000223565		10	85495262	85496249	q23.1	pseudogene
ENSG00000249565		4	79102193	79103200	q21.21	pseudogene
ENSG00000233258		10	85671410	85672678	q23.1	processed_transcript
ENSG00000248117		4	79300351	79300668	q21.21	pseudogene
ENSG00000231551		1	147887350	147901508	q21.2	processed_transcript
ENSG00000212769	HMGN2L8	10	85841182	85842572	q23.1	pseudogene
ENSG00000251442		4	79567057	79603853	q21.21	processed_transcript
ENSG00000229404		10	86039736	86054415	q23.1	processed_transcript
ENSG00000225871		1	147907215	147909056	q21.2	pseudogene
ENSG00000224054		X	44325937	44328201	p11.3	pseudogene
ENSG00000223491		1	148000213	148000494	q21.2	pseudogene
ENSG00000223612		1	148193338	148193856	q21.2	pseudogene
ENSG00000122012	SV2C	5	75378997	75649764	q13.3	protein_coding
ENSG00000215035	FDPSP5	X	44335273	44336668	p11.3	pseudogene
ENSG00000230767	PPIAL4D	1	148201967	148202461	q21.2	pseudogene
ENSG00000157502	MUM1L1	X	105412298	105452949	q22.3	protein_coding
ENSG00000233543		X	44492938	44494478	p11.3	pseudogene
ENSG00000204954	C12orf73	12	104343981	104350993	q23.3	protein_coding
ENSG00000229168		X	44508375	44508960	p11.3	pseudogene
ENSG00000072364	AFF4	5	132211071	132299326	q31.1	protein_coding
ENSG00000214016		X	44600333	44601210	p11.3	pseudogene
ENSG00000236140		1	148246959	148248104	q21.2	processed_transcript
ENSG00000234367		1	148349256	148349657	q21.2	pseudogene
ENSG00000229491		X	45042496	45193162	p11.3	processed_transcript
ENSG00000204389	HSPA1A	6	31783320	31785723	p21.33	protein_coding
ENSG00000248795		4	139481858	139483095	q28.3	pseudogene
ENSG00000233189		10	86148926	86149382	q23.1	pseudogene
ENSG00000167995	BEST1	11	61717293	61732987	q12.3	protein_coding
ENSG00000196691		4	139544216	139544754	q31.1	pseudogene
ENSG00000225423		10	86150664	86151801	q23.1	pseudogene
ENSG00000250977		4	139585879	139586723	q31.1	processed_transcript
ENSG00000225928		10	86214441	86215812	q23.1	pseudogene
ENSG00000250501		4	139694699	139722793	q31.1	processed_transcript
ENSG00000246095		4	13547699	13549425	p15.33	processed_transcript
ENSG00000113240	CLK4	5	178029665	178057616	q35.3	protein_coding
ENSG00000178429	RPS3AP5	10	86320199	86321019	q23.1	pseudogene
ENSG00000156050	FAM161B	14	74400824	74417117	q24.3	protein_coding
ENSG00000250195		4	139741108	139933800	q31.1	processed_transcript
ENSG00000085871	MGST2	4	140586922	140661899	q31.1	protein_coding
ENSG00000147231	CXorf57	X	105855160	105922672	q22.3	protein_coding
ENSG00000104517	UBR5	8	103264501	103425069	q22.3	protein_coding
ENSG00000237267		10	86953177	86957714	q23.1	processed_transcript
ENSG00000184596		X	48797263	48798079	p11.23	protein_coding
ENSG00000223993		10	87191699	87192271	q23.1	processed_transcript
ENSG00000204053	MYCL2	X	106515812	106516888	q22.3	pseudogene
ENSG00000224504		10	87192619	87204685	q23.1	processed_transcript
ENSG00000215007		X	106594885	106596073	q22.3	pseudogene
ENSG00000102057	KCND1	X	48818639	48827976	p11.23	protein_coding
ENSG00000214720	KRT18P49	X	106671855	106672715	q22.3	pseudogene
ENSG00000166432	ZMAT1	X	101137262	101187004	q22.1	protein_coding
ENSG00000236875		9	11987	14525	p24.3	pseudogene
ENSG00000227610		X	106756213	106789051	q22.3	processed_transcript
ENSG00000249615		X	107020963	107037689	q22.3	processed_transcript
ENSG00000181404		9	14515	29739	p24.3	pseudogene
